user_id,trade_id,trade_date,tag,confidence,rationale,scope,source
None,84.0,2025-01-06,outcome_win,0.9,Win: PnL $243.88,trade,rule
None,86.0,2025-01-09,outcome_win,0.9,Win: PnL $52.08,trade,rule
None,87.0,2025-01-10,outcome_win,0.9,Win: PnL $234.00,trade,rule
None,90.0,2025-01-22,outcome_win,0.9,Win: PnL $119.13,trade,rule
None,92.0,2025-01-31,outcome_win,0.9,Win: PnL $640.38,trade,rule
None,97.0,2025-02-05,outcome_win,0.9,Win: PnL $17.04,trade,rule
None,98.0,2025-02-05,outcome_win,0.9,Win: PnL $195.37,trade,rule
None,99.0,2025-02-05,outcome_win,0.9,Win: PnL $338.88,trade,rule
None,100.0,2025-02-10,outcome_win,0.9,Win: PnL $354.06,trade,rule
None,101.0,2025-02-10,outcome_win,0.9,Win: PnL $1035.30,trade,rule
None,103.0,2025-02-17,outcome_win,0.9,Win: PnL $283.92,trade,rule
None,104.0,2025-02-18,outcome_win,0.9,Win: PnL $15.16,trade,rule
None,105.0,2025-02-18,outcome_win,0.9,Win: PnL $12.00,trade,rule
None,110.0,2025-03-10,outcome_win,0.9,Win: PnL $34.50,trade,rule
None,111.0,2025-03-10,outcome_win,0.9,Win: PnL $367.00,trade,rule
None,112.0,2025-03-11,outcome_win,0.9,Win: PnL $181.80,trade,rule
None,113.0,2025-03-12,outcome_win,0.9,Win: PnL $171.39,trade,rule
None,115.0,2025-03-21,outcome_win,0.9,Win: PnL $16.94,trade,rule
None,116.0,2025-03-21,outcome_win,0.9,Win: PnL $169.77,trade,rule
None,117.0,2025-03-21,outcome_win,0.9,Win: PnL $109.40,trade,rule
None,118.0,2025-03-21,outcome_win,0.9,Win: PnL $427.83,trade,rule
None,119.0,2025-03-21,outcome_win,0.9,Win: PnL $86.37,trade,rule
None,121.0,2025-03-21,outcome_win,0.9,Win: PnL $148.50,trade,rule
None,122.0,2025-03-21,outcome_win,0.9,Win: PnL $178.14,trade,rule
None,123.0,2025-03-25,outcome_win,0.9,Win: PnL $113.40,trade,rule
None,126.0,2025-03-27,outcome_win,0.9,Win: PnL $59.04,trade,rule
None,127.0,2025-03-27,outcome_win,0.9,Win: PnL $55.00,trade,rule
None,128.0,2025-03-27,outcome_win,0.9,Win: PnL $167.20,trade,rule
None,129.0,2025-03-27,outcome_win,0.9,Win: PnL $43.84,trade,rule
None,130.0,2025-03-27,outcome_win,0.9,Win: PnL $1.54,trade,rule
None,139.0,2025-04-07,outcome_win,0.9,Win: PnL $44.50,trade,rule
None,146.0,2025-04-10,outcome_win,0.9,Win: PnL $135.60,trade,rule
None,147.0,2025-04-10,outcome_win,0.9,Win: PnL $519.35,trade,rule
None,148.0,2025-04-10,outcome_win,0.9,Win: PnL $79.82,trade,rule
None,149.0,2025-04-11,outcome_win,0.9,Win: PnL $20.90,trade,rule
None,150.0,2025-04-11,outcome_win,0.9,Win: PnL $690.23,trade,rule
None,152.0,2025-04-15,outcome_win,0.9,Win: PnL $241.45,trade,rule
None,153.0,2025-04-15,outcome_win,0.9,Win: PnL $247.20,trade,rule
None,156.0,2025-04-16,outcome_win,0.9,Win: PnL $605.02,trade,rule
None,157.0,2025-04-22,outcome_win,0.9,Win: PnL $101.08,trade,rule
None,160.0,2025-04-23,outcome_win,0.9,Win: PnL $26.88,trade,rule
None,161.0,2025-04-23,outcome_win,0.9,Win: PnL $99.55,trade,rule
None,165.0,2025-04-29,outcome_win,0.9,Win: PnL $73.56,trade,rule
None,166.0,2025-04-29,outcome_win,0.9,Win: PnL $96.84,trade,rule
None,170.0,2025-05-02,outcome_win,0.9,Win: PnL $121.98,trade,rule
None,171.0,2025-05-02,outcome_win,0.9,Win: PnL $35.84,trade,rule
None,173.0,2025-05-07,outcome_win,0.9,Win: PnL $1709.10,trade,rule
None,175.0,2025-05-09,outcome_win,0.9,Win: PnL $205.35,trade,rule
None,176.0,2025-05-13,outcome_win,0.9,Win: PnL $4.84,trade,rule
None,177.0,2025-05-13,outcome_win,0.9,Win: PnL $28.44,trade,rule
None,178.0,2025-05-13,outcome_win,0.9,Win: PnL $38.96,trade,rule
None,180.0,2025-05-13,outcome_win,0.9,Win: PnL $364.54,trade,rule
None,185.0,2025-05-16,outcome_win,0.9,Win: PnL $14.10,trade,rule
None,188.0,2025-05-16,outcome_win,0.9,Win: PnL $125.10,trade,rule
None,189.0,2025-05-19,outcome_win,0.9,Win: PnL $44.44,trade,rule
None,190.0,2025-05-19,outcome_win,0.9,Win: PnL $19.98,trade,rule
None,192.0,2025-05-19,outcome_win,0.9,Win: PnL $550.56,trade,rule
None,193.0,2025-05-19,outcome_win,0.9,Win: PnL $47.07,trade,rule
None,196.0,2025-05-26,outcome_win,0.9,Win: PnL $6.42,trade,rule
None,199.0,2025-05-28,outcome_win,0.9,Win: PnL $160.00,trade,rule
None,201.0,2025-05-28,outcome_win,0.9,Win: PnL $29.46,trade,rule
None,202.0,2025-05-30,outcome_win,0.9,Win: PnL $164.96,trade,rule
None,203.0,2025-05-30,outcome_win,0.9,Win: PnL $137.76,trade,rule
None,204.0,2025-05-30,outcome_win,0.9,Win: PnL $31.00,trade,rule
None,205.0,2025-05-30,outcome_win,0.9,Win: PnL $54.50,trade,rule
None,206.0,2025-05-30,outcome_win,0.9,Win: PnL $308.64,trade,rule
None,209.0,2025-06-03,outcome_win,0.9,Win: PnL $187.32,trade,rule
None,210.0,2025-06-03,outcome_win,0.9,Win: PnL $153.60,trade,rule
None,211.0,2025-06-03,outcome_win,0.9,Win: PnL $302.08,trade,rule
None,212.0,2025-06-03,outcome_win,0.9,Win: PnL $17.04,trade,rule
None,213.0,2025-06-03,outcome_win,0.9,Win: PnL $30.21,trade,rule
None,214.0,2025-06-03,outcome_win,0.9,Win: PnL $146.44,trade,rule
None,215.0,2025-06-03,outcome_win,0.9,Win: PnL $104.52,trade,rule
None,216.0,2025-06-03,outcome_win,0.9,Win: PnL $63.60,trade,rule
None,217.0,2025-06-03,outcome_win,0.9,Win: PnL $332.16,trade,rule
None,218.0,2025-06-03,outcome_win,0.9,Win: PnL $1043.64,trade,rule
None,220.0,2025-06-03,outcome_win,0.9,Win: PnL $2843.20,trade,rule
None,222.0,2025-06-03,outcome_win,0.9,Win: PnL $186.54,trade,rule
None,224.0,2025-06-04,outcome_win,0.9,Win: PnL $142.29,trade,rule
None,225.0,2025-06-05,outcome_win,0.9,Win: PnL $3.83,trade,rule
None,226.0,2025-06-05,outcome_win,0.9,Win: PnL $68.60,trade,rule
None,227.0,2025-06-06,outcome_win,0.9,Win: PnL $450.96,trade,rule
None,228.0,2025-06-06,outcome_win,0.9,Win: PnL $1006.53,trade,rule
None,230.0,2025-06-06,outcome_win,0.9,Win: PnL $121.90,trade,rule
None,231.0,2025-06-06,outcome_win,0.9,Win: PnL $461.88,trade,rule
None,232.0,2025-06-06,outcome_win,0.9,Win: PnL $284.49,trade,rule
None,233.0,2025-06-06,outcome_win,0.9,Win: PnL $150.67,trade,rule
None,234.0,2025-06-06,outcome_win,0.9,Win: PnL $29.25,trade,rule
None,235.0,2025-06-13,outcome_win,0.9,Win: PnL $53.40,trade,rule
None,236.0,2025-06-13,outcome_win,0.9,Win: PnL $45.08,trade,rule
None,237.0,2025-06-13,outcome_win,0.9,Win: PnL $552.50,trade,rule
None,238.0,2025-06-13,outcome_win,0.9,Win: PnL $434.70,trade,rule
None,239.0,2025-06-13,outcome_win,0.9,Win: PnL $303.43,trade,rule
None,247.0,2025-06-18,outcome_win,0.9,Win: PnL $123.90,trade,rule
None,248.0,2025-06-26,outcome_win,0.9,Win: PnL $2.79,trade,rule
None,249.0,2025-06-27,outcome_win,0.9,Win: PnL $95.15,trade,rule
None,261.0,2025-07-01,outcome_win,0.9,Win: PnL $98.99,trade,rule
None,262.0,2025-07-01,outcome_win,0.9,Win: PnL $337.12,trade,rule
None,264.0,2025-07-07,outcome_win,0.9,Win: PnL $295.10,trade,rule
None,265.0,2025-07-09,outcome_win,0.9,Win: PnL $123.36,trade,rule
None,266.0,2025-07-09,outcome_win,0.9,Win: PnL $10.57,trade,rule
None,267.0,2025-07-09,outcome_win,0.9,Win: PnL $54.56,trade,rule
None,268.0,2025-07-10,outcome_win,0.9,Win: PnL $58.02,trade,rule
None,270.0,2025-07-14,outcome_win,0.9,Win: PnL $138.38,trade,rule
None,276.0,2025-07-17,outcome_win,0.9,Win: PnL $385.00,trade,rule
None,278.0,2025-08-05,outcome_win,0.9,Win: PnL $27.20,trade,rule
None,279.0,2025-08-11,outcome_win,0.9,Win: PnL $43.26,trade,rule
None,284.0,2025-08-11,outcome_win,0.9,Win: PnL $126.73,trade,rule
None,285.0,2025-08-11,outcome_win,0.9,Win: PnL $178.60,trade,rule
None,286.0,2025-08-11,outcome_win,0.9,Win: PnL $196.77,trade,rule
None,287.0,2025-08-11,outcome_win,0.9,Win: PnL $408.24,trade,rule
None,288.0,2025-08-11,outcome_win,0.9,Win: PnL $121.04,trade,rule
None,291.0,2025-08-11,outcome_win,0.9,Win: PnL $52.30,trade,rule
None,292.0,2025-08-11,outcome_win,0.9,Win: PnL $44.94,trade,rule
None,296.0,2025-08-13,outcome_win,0.9,Win: PnL $205.39,trade,rule
None,297.0,2025-08-13,outcome_win,0.9,Win: PnL $28.98,trade,rule
None,301.0,2025-08-14,outcome_win,0.9,Win: PnL $901.32,trade,rule
None,303.0,2025-08-14,outcome_win,0.9,Win: PnL $112.20,trade,rule
None,304.0,2025-08-14,outcome_win,0.9,Win: PnL $1.82,trade,rule
None,307.0,2025-08-29,outcome_win,0.9,Win: PnL $154.96,trade,rule
None,310.0,2025-09-02,outcome_win,0.9,Win: PnL $276.30,trade,rule
None,311.0,2025-09-10,outcome_win,0.9,Win: PnL $25.13,trade,rule
None,312.0,2025-09-10,outcome_win,0.9,Win: PnL $13.92,trade,rule
None,314.0,2025-09-10,outcome_win,0.9,Win: PnL $14.82,trade,rule
None,315.0,2025-09-12,outcome_win,0.9,Win: PnL $303.52,trade,rule
None,316.0,2025-09-12,outcome_win,0.9,Win: PnL $36.96,trade,rule
None,319.0,2025-09-12,outcome_win,0.9,Win: PnL $199.85,trade,rule
None,322.0,2025-09-16,outcome_win,0.9,Win: PnL $42.28,trade,rule
None,1.0,2024-10-09,outcome_loss,0.9,Loss: PnL $-738.40,trade,rule
None,2.0,2024-10-09,outcome_loss,0.9,Loss: PnL $-77.16,trade,rule
None,3.0,2024-10-09,outcome_loss,0.9,Loss: PnL $-387.45,trade,rule
None,4.0,2024-10-17,outcome_loss,0.9,Loss: PnL $-22.56,trade,rule
None,7.0,2024-10-17,outcome_loss,0.9,Loss: PnL $-36.70,trade,rule
None,8.0,2024-10-17,outcome_loss,0.9,Loss: PnL $-538.80,trade,rule
None,9.0,2024-10-17,outcome_loss,0.9,Loss: PnL $-137.55,trade,rule
None,10.0,2024-10-21,outcome_loss,0.9,Loss: PnL $-75.40,trade,rule
None,12.0,2024-10-22,outcome_loss,0.9,Loss: PnL $-166.92,trade,rule
None,13.0,2024-10-22,outcome_loss,0.9,Loss: PnL $-81.12,trade,rule
None,17.0,2024-10-22,outcome_loss,0.9,Loss: PnL $-7.22,trade,rule
None,20.0,2024-10-22,outcome_loss,0.9,Loss: PnL $-3.66,trade,rule
None,24.0,2024-10-25,outcome_loss,0.9,Loss: PnL $-130.50,trade,rule
None,25.0,2024-10-25,outcome_loss,0.9,Loss: PnL $-63.87,trade,rule
None,26.0,2024-10-25,outcome_loss,0.9,Loss: PnL $-141.80,trade,rule
None,30.0,2024-10-31,outcome_loss,0.9,Loss: PnL $-11.91,trade,rule
None,37.0,2024-11-01,outcome_loss,0.9,Loss: PnL $-705.10,trade,rule
None,44.0,2024-11-18,outcome_loss,0.9,Loss: PnL $-89.70,trade,rule
None,45.0,2024-11-18,outcome_loss,0.9,Loss: PnL $-145.32,trade,rule
None,50.0,2024-12-05,outcome_loss,0.9,Loss: PnL $-30.00,trade,rule
None,53.0,2024-12-06,outcome_loss,0.9,Loss: PnL $-35.60,trade,rule
None,57.0,2024-12-13,outcome_loss,0.9,Loss: PnL $-121.59,trade,rule
None,58.0,2024-12-17,outcome_loss,0.9,Loss: PnL $-198.22,trade,rule
None,59.0,2024-12-17,outcome_loss,0.9,Loss: PnL $-5.59,trade,rule
None,61.0,2024-12-17,outcome_loss,0.9,Loss: PnL $-12.78,trade,rule
None,62.0,2024-12-17,outcome_loss,0.9,Loss: PnL $-381.80,trade,rule
None,72.0,2024-12-19,outcome_loss,0.9,Loss: PnL $-910.98,trade,rule
None,75.0,2024-12-31,outcome_loss,0.9,Loss: PnL $-885.00,trade,rule
None,76.0,2024-12-31,outcome_loss,0.9,Loss: PnL $-1435.59,trade,rule
None,79.0,2025-01-01,outcome_loss,0.9,Loss: PnL $-43.00,trade,rule
None,80.0,2025-01-01,outcome_loss,0.9,Loss: PnL $-107.10,trade,rule
None,81.0,2025-01-02,outcome_loss,0.9,Loss: PnL $-1159.25,trade,rule
None,83.0,2025-01-06,outcome_loss,0.9,Loss: PnL $-54.04,trade,rule
None,85.0,2025-01-06,outcome_loss,0.9,Loss: PnL $-679.65,trade,rule
None,88.0,2025-01-10,outcome_loss,0.9,Loss: PnL $-1238.30,trade,rule
None,89.0,2025-01-10,outcome_loss,0.9,Loss: PnL $-189.20,trade,rule
None,91.0,2025-01-27,outcome_loss,0.9,Loss: PnL $-96.85,trade,rule
None,93.0,2025-02-04,outcome_loss,0.9,Loss: PnL $-67.32,trade,rule
None,94.0,2025-02-05,outcome_loss,0.9,Loss: PnL $-10.30,trade,rule
None,95.0,2025-02-05,outcome_loss,0.9,Loss: PnL $-311.80,trade,rule
None,96.0,2025-02-05,outcome_loss,0.9,Loss: PnL $-31.75,trade,rule
None,102.0,2025-02-11,outcome_loss,0.9,Loss: PnL $-13.10,trade,rule
None,106.0,2025-02-18,outcome_loss,0.9,Loss: PnL $-468.52,trade,rule
None,107.0,2025-02-25,outcome_loss,0.9,Loss: PnL $-394.96,trade,rule
None,108.0,2025-02-26,outcome_loss,0.9,Loss: PnL $-54.64,trade,rule
None,109.0,2025-03-10,outcome_loss,0.9,Loss: PnL $-87.99,trade,rule
None,114.0,2025-03-21,outcome_loss,0.9,Loss: PnL $-396.10,trade,rule
None,120.0,2025-03-21,outcome_loss,0.9,Loss: PnL $-25.24,trade,rule
None,124.0,2025-03-25,outcome_loss,0.9,Loss: PnL $-526.23,trade,rule
None,125.0,2025-03-27,outcome_loss,0.9,Loss: PnL $-40.14,trade,rule
None,131.0,2025-03-27,outcome_loss,0.9,Loss: PnL $-13.05,trade,rule
None,132.0,2025-03-27,outcome_loss,0.9,Loss: PnL $-250.61,trade,rule
None,133.0,2025-04-07,outcome_loss,0.9,Loss: PnL $-514.80,trade,rule
None,134.0,2025-04-07,outcome_loss,0.9,Loss: PnL $-9.58,trade,rule
None,135.0,2025-04-07,outcome_loss,0.9,Loss: PnL $-213.40,trade,rule
None,136.0,2025-04-07,outcome_loss,0.9,Loss: PnL $-202.13,trade,rule
None,137.0,2025-04-07,outcome_loss,0.9,Loss: PnL $-44.16,trade,rule
None,138.0,2025-04-07,outcome_loss,0.9,Loss: PnL $-19.32,trade,rule
None,140.0,2025-04-08,outcome_loss,0.9,Loss: PnL $-10.14,trade,rule
None,141.0,2025-04-08,outcome_loss,0.9,Loss: PnL $-221.76,trade,rule
None,142.0,2025-04-08,outcome_loss,0.9,Loss: PnL $-542.45,trade,rule
None,143.0,2025-04-08,outcome_loss,0.9,Loss: PnL $-90.96,trade,rule
None,144.0,2025-04-08,outcome_loss,0.9,Loss: PnL $-122.23,trade,rule
None,145.0,2025-04-10,outcome_loss,0.9,Loss: PnL $-365.40,trade,rule
None,151.0,2025-04-15,outcome_loss,0.9,Loss: PnL $-46.44,trade,rule
None,154.0,2025-04-16,outcome_loss,0.9,Loss: PnL $-525.55,trade,rule
None,155.0,2025-04-16,outcome_loss,0.9,Loss: PnL $-49.32,trade,rule
None,158.0,2025-04-22,outcome_loss,0.9,Loss: PnL $-64.40,trade,rule
None,159.0,2025-04-22,outcome_loss,0.9,Loss: PnL $-77.63,trade,rule
None,162.0,2025-04-29,outcome_loss,0.9,Loss: PnL $-99.36,trade,rule
None,163.0,2025-04-29,outcome_loss,0.9,Loss: PnL $-16.23,trade,rule
None,164.0,2025-04-29,outcome_loss,0.9,Loss: PnL $-55.20,trade,rule
None,167.0,2025-04-29,outcome_loss,0.9,Loss: PnL $-4.38,trade,rule
None,168.0,2025-04-29,outcome_loss,0.9,Loss: PnL $-100.88,trade,rule
None,169.0,2025-05-01,outcome_loss,0.9,Loss: PnL $-225.99,trade,rule
None,172.0,2025-05-02,outcome_loss,0.9,Loss: PnL $-49.91,trade,rule
None,174.0,2025-05-07,outcome_loss,0.9,Loss: PnL $-163.40,trade,rule
None,179.0,2025-05-13,outcome_loss,0.9,Loss: PnL $-36.57,trade,rule
None,181.0,2025-05-13,outcome_loss,0.9,Loss: PnL $-142.08,trade,rule
None,182.0,2025-05-16,outcome_loss,0.9,Loss: PnL $-100.60,trade,rule
None,183.0,2025-05-16,outcome_loss,0.9,Loss: PnL $-89.96,trade,rule
None,184.0,2025-05-16,outcome_loss,0.9,Loss: PnL $-70.42,trade,rule
None,186.0,2025-05-16,outcome_loss,0.9,Loss: PnL $-125.82,trade,rule
None,187.0,2025-05-16,outcome_loss,0.9,Loss: PnL $-129.72,trade,rule
None,191.0,2025-05-19,outcome_loss,0.9,Loss: PnL $-229.14,trade,rule
None,194.0,2025-05-23,outcome_loss,0.9,Loss: PnL $-29.60,trade,rule
None,195.0,2025-05-23,outcome_loss,0.9,Loss: PnL $-39.32,trade,rule
None,197.0,2025-05-26,outcome_loss,0.9,Loss: PnL $-355.14,trade,rule
None,198.0,2025-05-26,outcome_loss,0.9,Loss: PnL $-19.92,trade,rule
None,200.0,2025-05-28,outcome_loss,0.9,Loss: PnL $-332.55,trade,rule
None,207.0,2025-05-30,outcome_loss,0.9,Loss: PnL $-44.78,trade,rule
None,208.0,2025-05-30,outcome_loss,0.9,Loss: PnL $-199.32,trade,rule
None,219.0,2025-06-03,outcome_loss,0.9,Loss: PnL $-33.50,trade,rule
None,221.0,2025-06-03,outcome_loss,0.9,Loss: PnL $-205.92,trade,rule
None,223.0,2025-06-03,outcome_loss,0.9,Loss: PnL $-283.40,trade,rule
None,229.0,2025-06-06,outcome_loss,0.9,Loss: PnL $-108.94,trade,rule
None,240.0,2025-06-13,outcome_loss,0.9,Loss: PnL $-3.52,trade,rule
None,241.0,2025-06-13,outcome_loss,0.9,Loss: PnL $-118.92,trade,rule
None,242.0,2025-06-13,outcome_loss,0.9,Loss: PnL $-82.15,trade,rule
None,243.0,2025-06-13,outcome_loss,0.9,Loss: PnL $-154.00,trade,rule
None,244.0,2025-06-13,outcome_loss,0.9,Loss: PnL $-337.44,trade,rule
None,245.0,2025-06-16,outcome_loss,0.9,Loss: PnL $-90.90,trade,rule
None,246.0,2025-06-16,outcome_loss,0.9,Loss: PnL $-425.25,trade,rule
None,250.0,2025-06-27,outcome_loss,0.9,Loss: PnL $-62.95,trade,rule
None,251.0,2025-06-27,outcome_loss,0.9,Loss: PnL $-34.56,trade,rule
None,252.0,2025-06-27,outcome_loss,0.9,Loss: PnL $-125.95,trade,rule
None,253.0,2025-06-27,outcome_loss,0.9,Loss: PnL $-101.15,trade,rule
None,254.0,2025-06-27,outcome_loss,0.9,Loss: PnL $-292.68,trade,rule
None,255.0,2025-06-27,outcome_loss,0.9,Loss: PnL $-994.75,trade,rule
None,256.0,2025-06-27,outcome_loss,0.9,Loss: PnL $-7.00,trade,rule
None,257.0,2025-06-27,outcome_loss,0.9,Loss: PnL $-701.25,trade,rule
None,258.0,2025-06-27,outcome_loss,0.9,Loss: PnL $-51.56,trade,rule
None,259.0,2025-06-27,outcome_loss,0.9,Loss: PnL $-5437.37,trade,rule
None,260.0,2025-06-27,outcome_loss,0.9,Loss: PnL $-478.26,trade,rule
None,263.0,2025-07-01,outcome_loss,0.9,Loss: PnL $-305.36,trade,rule
None,269.0,2025-07-10,outcome_loss,0.9,Loss: PnL $-83.94,trade,rule
None,271.0,2025-07-14,outcome_loss,0.9,Loss: PnL $-148.07,trade,rule
None,272.0,2025-07-14,outcome_loss,0.9,Loss: PnL $-23.10,trade,rule
None,273.0,2025-07-14,outcome_loss,0.9,Loss: PnL $-137.30,trade,rule
None,274.0,2025-07-14,outcome_loss,0.9,Loss: PnL $-17.40,trade,rule
None,275.0,2025-07-15,outcome_loss,0.9,Loss: PnL $-267.26,trade,rule
None,277.0,2025-07-17,outcome_loss,0.9,Loss: PnL $-3.12,trade,rule
None,280.0,2025-08-11,outcome_loss,0.9,Loss: PnL $-214.20,trade,rule
None,281.0,2025-08-11,outcome_loss,0.9,Loss: PnL $-102.90,trade,rule
None,282.0,2025-08-11,outcome_loss,0.9,Loss: PnL $-114.58,trade,rule
None,283.0,2025-08-11,outcome_loss,0.9,Loss: PnL $-67.05,trade,rule
None,289.0,2025-08-11,outcome_loss,0.9,Loss: PnL $-180.84,trade,rule
None,290.0,2025-08-11,outcome_loss,0.9,Loss: PnL $-37.32,trade,rule
None,293.0,2025-08-13,outcome_loss,0.9,Loss: PnL $-5.72,trade,rule
None,294.0,2025-08-13,outcome_loss,0.9,Loss: PnL $-7.32,trade,rule
None,295.0,2025-08-13,outcome_loss,0.9,Loss: PnL $-53.24,trade,rule
None,298.0,2025-08-13,outcome_loss,0.9,Loss: PnL $-9.87,trade,rule
None,299.0,2025-08-13,outcome_loss,0.9,Loss: PnL $-388.45,trade,rule
None,300.0,2025-08-13,outcome_loss,0.9,Loss: PnL $-60.48,trade,rule
None,302.0,2025-08-14,outcome_loss,0.9,Loss: PnL $-2.87,trade,rule
None,305.0,2025-08-27,outcome_loss,0.9,Loss: PnL $-60.42,trade,rule
None,306.0,2025-08-27,outcome_loss,0.9,Loss: PnL $-489.70,trade,rule
None,308.0,2025-09-01,outcome_loss,0.9,Loss: PnL $-22.42,trade,rule
None,309.0,2025-09-01,outcome_loss,0.9,Loss: PnL $-265.56,trade,rule
None,313.0,2025-09-10,outcome_loss,0.9,Loss: PnL $-32.00,trade,rule
None,317.0,2025-09-12,outcome_loss,0.9,Loss: PnL $-14.65,trade,rule
None,318.0,2025-09-12,outcome_loss,0.9,Loss: PnL $-26.24,trade,rule
None,320.0,2025-09-12,outcome_loss,0.9,Loss: PnL $-11.54,trade,rule
None,321.0,2025-09-16,outcome_loss,0.9,Loss: PnL $-35.58,trade,rule
None,323.0,2025-09-16,outcome_loss,0.9,Loss: PnL $-3748.00,trade,rule
None,324.0,2025-09-16,outcome_loss,0.9,Loss: PnL $-448.60,trade,rule
None,325.0,2025-09-19,outcome_loss,0.9,Loss: PnL $-416.16,trade,rule
None,326.0,2025-09-19,outcome_loss,0.9,Loss: PnL $-1255.02,trade,rule
None,21.0,2024-10-23,large_win,0.75,Top-decile win (PnL $404.11),trade,rule
None,34.0,2024-11-01,large_win,0.75,Top-decile win (PnL $1121.28),trade,rule
None,39.0,2024-11-11,large_win,0.75,Top-decile win (PnL $370.08),trade,rule
None,41.0,2024-11-15,large_win,0.75,Top-decile win (PnL $554.04),trade,rule
None,43.0,2024-11-18,large_win,0.75,Top-decile win (PnL $429.42),trade,rule
None,48.0,2024-11-25,large_win,0.75,Top-decile win (PnL $2852.46),trade,rule
None,55.0,2024-12-06,large_win,0.75,Top-decile win (PnL $754.00),trade,rule
None,64.0,2024-12-18,large_win,0.75,Top-decile win (PnL $472.64),trade,rule
None,65.0,2024-12-18,large_win,0.75,Top-decile win (PnL $423.40),trade,rule
None,67.0,2024-12-19,large_win,0.75,Top-decile win (PnL $1073.24),trade,rule
