trade_id,user_id,trade_date,trade_time,ticker,side,qty,entry_price,exit_price,fees,realized_pnl,strategy,hold_time_sec,note,mood,manual_tags,screenshot_url,ft_outcome,ft_notional,ft_size_z,ft_prev_outcome_day,ft_same_ticker_as_prev_day,ft_immediate_after_prev,ft_day_trades_count,ft_day_pnl,ft_large_win,ft_large_loss
46,demo_user,2024-11-18,,NVDA,short,24.0,522.89,511.44,0.0,274.7999999999997,,,,,,,win,12549.36,4.165845618474463,loss,False,True,4,469.2000000000001,False,False
47,demo_user,2024-11-25,,MSFT,long,11.0,328.15,354.43,0.0,289.0800000000003,,,,,,,win,3609.6499999999996,0.4444542746756397,,False,False,2,3141.540000000003,False,False
48,demo_user,2024-11-25,,MSFT,long,106.0,327.52,354.43,0.0,2852.4600000000028,,,,,,,win,34717.119999999995,13.393763545947476,win,True,True,2,3141.540000000003,True,False
49,demo_user,2024-11-27,,AAPL,short,16.0,187.06,179.8,0.0,116.15999999999985,,,,,,,win,2992.96,0.1877407092683397,,False,False,1,116.15999999999985,False,False
50,demo_user,2024-12-05,,AAPL,short,24.0,187.06,188.31,0.0,-30.0,,,,,,,loss,4489.4400000000005,0.8106901917647589,,False,False,2,-9.80000000000004,False,False
51,demo_user,2024-12-05,,AAPL,short,5.0,192.35,188.31,0.0,20.19999999999996,,,,,,,win,961.75,-0.6578043152836431,loss,True,True,2,-9.80000000000004,False,False
52,demo_user,2024-12-06,,AAPL,short,7.0,192.35,184.83,0.0,52.63999999999987,,,,,,,win,1346.45,-0.497662739107301,,False,False,5,977.5000000000011,False,False
53,demo_user,2024-12-06,,AMZN,long,10.0,133.46,129.9,0.0,-35.60000000000002,,,,,,,loss,1334.6000000000001,-0.5025956158364137,win,False,True,5,977.5000000000011,False,False
54,demo_user,2024-12-06,,META,long,7.0,294.2,295.82,0.0,11.340000000000032,,,,,,,win,2059.4,-0.2008783961519512,loss,False,True,5,977.5000000000011,False,False
55,demo_user,2024-12-06,,META,long,25.0,294.2,324.36,0.0,754.0000000000007,,,,,,,win,7355.0,2.0035555284631696,win,True,True,5,977.5000000000011,True,False
56,demo_user,2024-12-06,,NVDA,short,18.0,522.89,512.05,0.0,195.12000000000057,,,,,,,win,9412.02,2.8598446499247223,win,False,True,5,977.5000000000011,False,False
57,demo_user,2024-12-13,,AAPL,short,9.0,167.86,181.37,0.0,-121.58999999999992,,,,,,,loss,1510.7400000000002,-0.429272670092455,,False,False,1,-121.58999999999992,False,False
58,demo_user,2024-12-17,,AAPL,short,11.0,167.86,185.88,0.0,-198.2199999999998,,,,,,,loss,1846.46,-0.2895203177297788,,False,False,5,-553.4300000000006,False,False
59,demo_user,2024-12-17,,AAPL,short,13.0,185.45,185.88,0.0,-5.590000000000089,,,,,,,loss,2410.85,-0.05457801417333046,loss,True,True,5,-553.4300000000006,False,False
60,demo_user,2024-12-17,,AAPL,short,16.0,185.45,182.64,0.0,44.960000000000036,,,,,,,win,2967.2,0.17701742618463132,loss,True,True,5,-553.4300000000006,False,False
61,demo_user,2024-12-17,,TSLA,long,9.0,242.49,241.07,0.0,-12.780000000000143,,,,,,,loss,2182.41,-0.14967222176814093,win,False,True,5,-553.4300000000006,False,False
62,demo_user,2024-12-17,,TSLA,long,20.0,260.16,241.07,0.0,-381.80000000000064,,,,,,,loss,5203.200000000001,1.1078117186990608,loss,True,True,5,-553.4300000000006,False,True
63,demo_user,2024-12-18,,AAPL,short,8.0,185.45,172.61,0.0,102.7199999999998,,,,,,,win,1483.6,-0.44057041476993347,,False,False,3,998.7600000000003,False,False
64,demo_user,2024-12-18,,META,long,14.0,294.2,327.96,0.0,472.6399999999999,,,,,,,win,4118.8,0.6564014634205959,win,False,True,3,998.7600000000003,True,False
65,demo_user,2024-12-18,,MSFT,long,29.0,327.52,342.12,0.0,423.40000000000066,,,,,,,win,9498.08,2.89566940699708,win,False,True,3,998.7600000000003,True,False
66,demo_user,2024-12-19,,AMZN,long,27.0,133.46,138.32,0.0,131.2199999999996,,,,,,,win,3603.42,0.44186087197333,,False,False,7,1722.6999999999975,False,False
67,demo_user,2024-12-19,,META,long,28.0,294.2,332.53,0.0,1073.2399999999996,,,,,,,win,8237.6,2.37096118256569,win,False,True,7,1722.6999999999975,True,False
68,demo_user,2024-12-19,,MSFT,long,17.0,327.52,341.89,0.0,244.29000000000008,,,,,,,win,5567.84,1.259602787939875,win,False,True,7,1722.6999999999975,False,False
69,demo_user,2024-12-19,,MSFT,long,1.0,324.35,341.89,0.0,17.539999999999964,,,,,,,win,324.35,-0.9231389673626669,win,True,True,7,1722.6999999999975,False,False
70,demo_user,2024-12-19,,MSFT,long,2.0,288.77,341.89,0.0,106.24000000000001,,,,,,,win,577.54,-0.8177419159665451,win,True,True,7,1722.6999999999975,False,False
71,demo_user,2024-12-19,,NVDA,short,19.0,522.89,467.04,0.0,1061.1499999999994,,,,,,,win,9934.91,3.0775114780163455,win,False,True,7,1722.6999999999975,True,False
72,demo_user,2024-12-19,,TSLA,long,27.0,260.16,226.42,0.0,-910.980000000001,,,,,,,loss,7024.320000000001,1.8659012097473062,win,False,True,7,1722.6999999999975,False,True
73,demo_user,2024-12-24,,NVDA,short,1.0,522.89,515.64,0.0,7.25,,,,,,,win,522.89,-0.840491427632875,,False,False,1,7.25,False,False
74,demo_user,2024-12-31,,NVDA,short,9.0,522.89,517.85,0.0,45.35999999999967,,,,,,,win,4706.01,0.900843197100112,,False,False,3,-2275.2300000000014,False,False
75,demo_user,2024-12-31,,NVDA,short,25.0,482.45,517.85,0.0,-885.0000000000009,,,,,,,loss,12061.25,3.962656887651914,win,True,True,3,-2275.2300000000014,False,True
76,demo_user,2024-12-31,,NVDA,short,39.0,481.04,517.85,0.0,-1435.5900000000001,,,,,,,loss,18760.56,6.751422322260519,loss,True,True,3,-2275.2300000000014,False,True
77,demo_user,2025-01-01,,META,long,74.0,294.2,322.04,0.0,2060.1600000000026,,,,,,,win,21770.8,8.004514545471,,False,False,4,2131.740000000004,True,False
78,demo_user,2025-01-01,,META,long,17.0,309.0,322.04,0.0,221.68000000000035,,,,,,,win,5253.0,1.1285422892568506,win,True,True,4,2131.740000000004,False,False
79,demo_user,2025-01-01,,META,long,25.0,323.76,322.04,0.0,-42.99999999999926,,,,,,,loss,8094.0,2.311183874692223,win,True,True,4,2131.740000000004,False,False
80,demo_user,2025-01-01,,NVDA,short,14.0,481.04,488.69,0.0,-107.09999999999968,,,,,,,loss,6734.56,1.7452809261162772,loss,False,True,4,2131.740000000004,False,False
81,demo_user,2025-01-02,,NVDA,short,25.0,481.04,527.41,0.0,-1159.2499999999986,,,,,,,loss,12026.0,3.9479831404197436,,False,False,1,-1159.2499999999986,False,True
82,demo_user,2025-01-06,,AAPL,short,24.0,185.45,175.41,0.0,240.9599999999998,,,,,,,win,4450.799999999999,0.7946052671391959,,False,False,4,-248.85000000000105,False,False
83,demo_user,2025-01-06,,META,long,2.0,323.76,296.74,0.0,-54.039999999999964,,,,,,,loss,647.52,-0.7886108852911606,win,False,True,4,-248.85000000000105,False,False
84,demo_user,2025-01-06,,MSFT,short,14.0,341.89,324.47,0.0,243.87999999999943,,,,,,,win,4786.46,0.9343326429108391,loss,False,True,4,-248.85000000000105,False,False
85,demo_user,2025-01-06,,TSLA,long,23.0,260.16,230.61,0.0,-679.6500000000003,,,,,,,loss,5983.68,1.4327072148625943,win,False,True,4,-248.85000000000105,False,True
86,demo_user,2025-01-09,,MSFT,short,14.0,341.89,338.17,0.0,52.079999999999586,,,,,,,win,4786.46,0.9343326429108391,,False,False,1,52.079999999999586,False,False
87,demo_user,2025-01-10,,AAPL,short,12.0,185.45,165.95,0.0,234.0,,,,,,,win,2225.3999999999996,-0.13177649429265118,,False,False,3,-1193.499999999999,False,False
88,demo_user,2025-01-10,,META,long,29.0,323.76,281.06,0.0,-1238.2999999999997,,,,,,,loss,9389.039999999999,2.850278615558898,win,False,True,3,-1193.499999999999,False,True
89,demo_user,2025-01-10,,NVDA,short,22.0,481.04,489.64,0.0,-189.19999999999925,,,,,,,loss,10582.880000000001,3.3472461728824348,loss,False,True,3,-1193.499999999999,False,False
90,demo_user,2025-01-22,,MSFT,short,11.0,341.89,331.06,0.0,119.12999999999982,,,,,,,win,3760.79,0.507370307488981,,False,False,1,119.12999999999982,False,False
91,demo_user,2025-01-27,,TSLA,long,13.0,260.16,252.71,0.0,-96.85000000000022,,,,,,,loss,3382.0800000000004,0.34972222765081507,,False,False,1,-96.85000000000022,False,False
92,demo_user,2025-01-31,,MSFT,short,26.0,341.89,317.26,0.0,640.3799999999999,,,,,,,win,8889.14,2.642181984598271,,False,False,1,640.3799999999999,True,False
93,demo_user,2025-02-04,,AAPL,short,22.0,185.45,188.51,0.0,-67.32000000000005,,,,,,,loss,4079.8999999999996,0.6402083069005549,,False,False,1,-67.32000000000005,False,False
94,demo_user,2025-02-05,,MSFT,short,2.0,341.89,347.04,0.0,-10.300000000000068,,,,,,,loss,683.78,-0.773516698776593,,False,False,6,197.4399999999996,False,False
95,demo_user,2025-02-05,,MSFT,short,10.0,315.86,347.04,0.0,-311.80000000000007,,,,,,,loss,3158.6000000000004,0.2566927515814391,loss,True,True,6,197.4399999999996,False,False
96,demo_user,2025-02-05,,NVDA,short,25.0,481.04,482.31,0.0,-31.749999999999545,,,,,,,loss,12026.0,3.9479831404197436,loss,False,True,6,197.4399999999996,False,False
97,demo_user,2025-02-05,,TSLA,long,3.0,260.16,265.84,0.0,17.03999999999985,,,,,,,win,780.48,-0.7332627595609644,loss,False,True,6,197.4399999999996,False,False
98,demo_user,2025-02-05,,TSLA,long,7.0,237.93,265.84,0.0,195.36999999999978,,,,,,,win,1665.51,-0.36484555352158826,win,True,True,6,197.4399999999996,False,False
99,demo_user,2025-02-05,,TSLA,long,16.0,244.66,265.84,0.0,338.87999999999965,,,,,,,win,3914.56,0.5713811475426231,win,True,True,6,197.4399999999996,False,False
100,demo_user,2025-02-10,,MSFT,short,9.0,315.86,276.52,0.0,354.0600000000003,,,,,,,win,2842.7400000000002,0.12520765085084534,,False,False,2,1389.360000000001,True,False
101,demo_user,2025-02-10,,MSFT,short,17.0,337.42,276.52,0.0,1035.3000000000006,,,,,,,win,5736.14,1.3296621257887922,win,True,True,2,1389.360000000001,True,False
102,demo_user,2025-02-11,,MSFT,short,5.0,310.48,313.1,0.0,-13.100000000000023,,,,,,,loss,1552.4,-0.41193059038487406,,False,False,1,-13.100000000000023,False,False
103,demo_user,2025-02-17,,AMZN,long,24.0,133.46,145.29,0.0,283.9199999999996,,,,,,,win,3203.04,0.2751920800069046,,False,False,1,283.9199999999996,False,False
104,demo_user,2025-02-18,,AMZN,long,2.0,133.46,141.04,0.0,15.159999999999968,,,,,,,win,266.92,-0.9470457277468813,,False,False,3,-441.3599999999996,False,False
105,demo_user,2025-02-18,,META,long,20.0,323.76,324.36,0.0,12.000000000000455,,,,,,,win,6475.2,1.6373154486088788,win,False,True,3,-441.3599999999996,False,False
106,demo_user,2025-02-18,,NVDA,short,17.0,481.04,508.6,0.0,-468.52000000000004,,,,,,,loss,8177.68,2.346017893653586,win,False,True,3,-441.3599999999996,False,True
107,demo_user,2025-02-25,,MSFT,short,8.0,310.48,359.85,0.0,-394.96000000000004,,,,,,,loss,2483.84,-0.024193991181099515,,False,False,1,-394.96000000000004,False,True
108,demo_user,2025-02-26,,META,long,8.0,323.76,316.93,0.0,-54.63999999999987,,,,,,,loss,2590.08,0.020031226008852515,,False,False,1,-54.63999999999987,False,False
109,demo_user,2025-03-10,,MSFT,long,21.0,359.85,355.66,0.0,-87.98999999999995,,,,,,,loss,7556.85,2.0875809434649755,,False,False,3,313.5100000000007,False,False
110,demo_user,2025-03-10,,MSFT,long,5.0,348.76,355.66,0.0,34.50000000000017,,,,,,,win,1743.8,-0.33225526498806657,loss,True,True,3,313.5100000000007,False,False
111,demo_user,2025-03-10,,MSFT,long,10.0,318.96,355.66,0.0,367.00000000000045,,,,,,,win,3189.6,0.2695973236154046,win,True,True,3,313.5100000000007,True,False
112,demo_user,2025-03-11,,AMZN,long,9.0,133.46,153.66,0.0,181.7999999999999,,,,,,,win,1201.14,-0.5581518798252222,,False,False,1,181.7999999999999,False,False
113,demo_user,2025-03-12,,AMZN,long,29.0,133.46,139.37,0.0,171.3899999999999,,,,,,,win,3870.34,0.552973399950947,,False,False,1,171.3899999999999,False,False
114,demo_user,2025-03-21,,META,long,17.0,323.76,300.46,0.0,-396.1000000000002,,,,,,,loss,5503.92,1.2329943929588723,,False,False,9,715.610000000001,False,True
115,demo_user,2025-03-21,,META,long,7.0,323.76,326.18,0.0,16.94000000000011,,,,,,,win,2266.3199999999997,-0.11474245920781644,loss,True,True,9,715.610000000001,False,False
116,demo_user,2025-03-21,,MSFT,short,3.0,355.66,299.07,0.0,169.7700000000001,,,,,,,win,1066.98,-0.6139995373760879,win,False,True,9,715.610000000001,False,False
117,demo_user,2025-03-21,,MSFT,short,5.0,355.66,333.78,0.0,109.40000000000026,,,,,,,win,1778.3000000000002,-0.3178937251438143,win,True,True,9,715.610000000001,False,False
118,demo_user,2025-03-21,,MSFT,short,13.0,355.66,322.75,0.0,427.8300000000003,,,,,,,win,4623.58,0.8665295237852798,win,True,True,9,715.610000000001,True,False
119,demo_user,2025-03-21,,MSFT,long,3.0,322.75,351.54,0.0,86.37000000000006,,,,,,,win,968.25,-0.6550985179216826,win,True,True,9,715.610000000001,False,False
120,demo_user,2025-03-21,,NVDA,short,4.0,481.04,487.35,0.0,-25.24000000000001,,,,,,,loss,1924.16,-0.2571756323414196,win,False,True,9,715.610000000001,False,False
121,demo_user,2025-03-21,,TSLA,long,6.0,244.66,269.41,0.0,148.50000000000017,,,,,,,win,1467.96,-0.44708097949932774,loss,False,True,9,715.610000000001,False,False
122,demo_user,2025-03-21,,TSLA,long,6.0,239.72,269.41,0.0,178.14000000000016,,,,,,,win,1438.32,-0.45941941546986786,win,True,True,9,715.610000000001,False,False
123,demo_user,2025-03-25,,MSFT,long,9.0,322.75,335.35,0.0,113.4000000000002,,,,,,,win,2904.75,0.15102095768394888,,False,False,2,-412.82999999999845,False,False
124,demo_user,2025-03-25,,NVDA,short,27.0,481.04,500.53,0.0,-526.2299999999987,,,,,,,loss,12988.08,4.348474452111282,win,False,True,2,-412.82999999999845,False,True
125,demo_user,2025-03-27,,AAPL,short,3.0,185.45,198.83,0.0,-40.14000000000007,,,,,,,loss,556.3499999999999,-0.8265628153665365,,False,False,8,22.820000000000107,False,False
126,demo_user,2025-03-27,,META,long,12.0,323.76,328.68,0.0,59.04000000000019,,,,,,,win,3885.12,0.559125966875528,loss,False,True,8,22.820000000000107,False,False
127,demo_user,2025-03-27,,MSFT,short,10.0,335.35,329.85,0.0,55.0,,,,,,,win,3353.5,0.337825044788533,win,False,True,8,22.820000000000107,False,False
128,demo_user,2025-03-27,,MSFT,short,16.0,340.3,329.85,0.0,167.19999999999982,,,,,,,win,5444.8,1.208384125260548,win,True,True,8,22.820000000000107,False,False
129,demo_user,2025-03-27,,NVDA,short,4.0,481.04,470.08,0.0,43.840000000000146,,,,,,,win,1924.16,-0.2571756323414196,win,False,True,8,22.820000000000107,False,False
130,demo_user,2025-03-27,,TSLA,long,1.0,239.72,241.26,0.0,1.539999999999992,,,,,,,win,239.72,-0.9583684490153933,win,False,True,8,22.820000000000107,False,False
131,demo_user,2025-03-27,,TSLA,long,1.0,254.31,241.26,0.0,-13.050000000000011,,,,,,,loss,254.31,-0.9522949746290849,win,True,True,8,22.820000000000107,False,False
132,demo_user,2025-03-27,,TSLA,long,19.0,254.45,241.26,0.0,-250.60999999999996,,,,,,,loss,4834.55,0.9543513806241749,loss,True,True,8,22.820000000000107,False,False
133,demo_user,2025-04-07,,AAPL,short,99.0,185.45,190.65,0.0,-514.8000000000017,,,,,,,loss,18359.55,6.584491276088242,,False,False,7,-958.8900000000025,False,True
134,demo_user,2025-04-07,,AAPL,short,1.0,181.07,190.65,0.0,-9.580000000000013,,,,,,,loss,181.07,-0.9827830667506218,loss,True,True,7,-958.8900000000025,False,False
135,demo_user,2025-04-07,,AAPL,short,22.0,180.95,190.65,0.0,-213.40000000000038,,,,,,,loss,3980.8999999999996,0.5989969316953095,loss,True,True,7,-958.8900000000025,False,False
136,demo_user,2025-04-07,,AAPL,short,17.0,178.76,190.65,0.0,-202.13000000000025,,,,,,,loss,3038.92,0.2068727779999869,loss,True,True,7,-958.8900000000025,False,False
137,demo_user,2025-04-07,,AAPL,short,12.0,186.97,190.65,0.0,-44.16000000000008,,,,,,,loss,2243.64,-0.12418361061847255,loss,True,True,7,-958.8900000000025,False,False
138,demo_user,2025-04-07,,AAPL,short,2.0,180.99,190.65,0.0,-19.319999999999993,,,,,,,loss,361.98,-0.9074744820195014,loss,True,True,7,-958.8900000000025,False,False
139,demo_user,2025-04-07,,AAPL,short,10.0,195.1,190.65,0.0,44.499999999999886,,,,,,,win,1951.0,-0.2460027706191087,loss,True,True,7,-958.8900000000025,False,False
140,demo_user,2025-04-08,,AMZN,long,6.0,133.46,131.77,0.0,-10.139999999999986,,,,,,,loss,800.76,-0.7248206717916476,,False,False,5,-987.5399999999988,False,False
141,demo_user,2025-04-08,,META,long,22.0,323.76,313.68,0.0,-221.75999999999965,,,,,,,loss,7122.719999999999,1.9068628190422163,loss,False,True,5,-987.5399999999988,False,False
142,demo_user,2025-04-08,,META,long,19.0,323.76,295.21,0.0,-542.4500000000003,,,,,,,loss,6151.44,1.5025417633922098,loss,True,True,5,-987.5399999999988,False,True
143,demo_user,2025-04-08,,NVDA,short,2.0,481.04,526.52,0.0,-90.95999999999992,,,,,,,loss,962.08,-0.657666944032959,loss,False,True,5,-987.5399999999988,False,False
144,demo_user,2025-04-08,,NVDA,short,17.0,519.33,526.52,0.0,-122.229999999999,,,,,,,loss,8828.61,2.6169847670106603,loss,True,True,5,-987.5399999999988,False,False
145,demo_user,2025-04-10,,META,long,18.0,323.76,303.46,0.0,-365.4000000000002,,,,,,,loss,5827.68,1.3677680781755412,,False,False,4,369.37,False,True
146,demo_user,2025-04-10,,MSFT,short,5.0,340.3,313.18,0.0,135.60000000000002,,,,,,,win,1701.5,-0.3498637616666713,loss,False,True,4,369.37,False,False
147,demo_user,2025-04-10,,MSFT,long,17.0,313.18,343.73,0.0,519.3500000000001,,,,,,,win,5324.06,1.1581228985708378,win,True,True,4,369.37,True,False
148,demo_user,2025-04-10,,MSFT,short,2.0,343.73,303.82,0.0,79.82000000000005,,,,,,,win,687.46,-0.771984801193206,win,True,True,4,369.37,False,False
149,demo_user,2025-04-11,,TSLA,long,5.0,254.45,258.63,0.0,20.900000000000034,,,,,,,win,1272.25,-0.5285504566853738,,False,False,2,711.1299999999999,False,False
150,demo_user,2025-04-11,,TSLA,long,23.0,228.62,258.63,0.0,690.2299999999998,,,,,,,win,5258.26,1.1307319037374526,win,True,True,2,711.1299999999999,True,False
151,demo_user,2025-04-15,,META,long,3.0,323.76,308.28,0.0,-46.440000000000055,,,,,,,loss,971.28,-0.6538372000744918,,False,False,3,442.2100000000003,False,False
152,demo_user,2025-04-15,,TSLA,long,5.0,228.62,276.91,0.0,241.4500000000001,,,,,,,win,1143.1,-0.5823125688849439,loss,False,True,3,442.2100000000003,False,False
153,demo_user,2025-04-15,,TSLA,long,10.0,252.19,276.91,0.0,247.20000000000027,,,,,,,win,2521.9,-0.008350506935527458,win,True,True,3,442.2100000000003,False,False
