trade_id,user_id,trade_date,trade_time,ticker,side,qty,entry_price,exit_price,fees,realized_pnl,strategy,hold_time_sec,note,mood,manual_tags,screenshot_url
59,demo_user,2024-12-17,,AAPL,short,13.0,185.45,185.88,0.0,-5.590000000000089,,,,,,
60,demo_user,2024-12-17,,AAPL,short,16.0,185.45,182.64,0.0,44.960000000000036,,,,,,
61,demo_user,2024-12-17,,TSLA,long,9.0,242.49,241.07,0.0,-12.780000000000143,,,,,,
62,demo_user,2024-12-17,,TSLA,long,20.0,260.16,241.07,0.0,-381.80000000000064,,,,,,
63,demo_user,2024-12-18,,AAPL,short,8.0,185.45,172.61,0.0,102.7199999999998,,,,,,
64,demo_user,2024-12-18,,META,long,14.0,294.2,327.96,0.0,472.6399999999999,,,,,,
65,demo_user,2024-12-18,,MSFT,long,29.0,327.52,342.12,0.0,423.40000000000066,,,,,,
66,demo_user,2024-12-19,,AMZN,long,27.0,133.46,138.32,0.0,131.2199999999996,,,,,,
67,demo_user,2024-12-19,,META,long,28.0,294.2,332.53,0.0,1073.2399999999996,,,,,,
68,demo_user,2024-12-19,,MSFT,long,17.0,327.52,341.89,0.0,244.29000000000008,,,,,,
69,demo_user,2024-12-19,,MSFT,long,1.0,324.35,341.89,0.0,17.539999999999964,,,,,,
70,demo_user,2024-12-19,,MSFT,long,2.0,288.77,341.89,0.0,106.24000000000001,,,,,,
71,demo_user,2024-12-19,,NVDA,short,19.0,522.89,467.04,0.0,1061.1499999999994,,,,,,
72,demo_user,2024-12-19,,TSLA,long,27.0,260.16,226.42,0.0,-910.980000000001,,,,,,
73,demo_user,2024-12-24,,NVDA,short,1.0,522.89,515.64,0.0,7.25,,,,,,
74,demo_user,2024-12-31,,NVDA,short,9.0,522.89,517.85,0.0,45.35999999999967,,,,,,
75,demo_user,2024-12-31,,NVDA,short,25.0,482.45,517.85,0.0,-885.0000000000009,,,,,,
76,demo_user,2024-12-31,,NVDA,short,39.0,481.04,517.85,0.0,-1435.5900000000001,,,,,,
77,demo_user,2025-01-01,,META,long,74.0,294.2,322.04,0.0,2060.1600000000026,,,,,,
78,demo_user,2025-01-01,,META,long,17.0,309.0,322.04,0.0,221.68000000000035,,,,,,
79,demo_user,2025-01-01,,META,long,25.0,323.76,322.04,0.0,-42.99999999999926,,,,,,
80,demo_user,2025-01-01,,NVDA,short,14.0,481.04,488.69,0.0,-107.09999999999968,,,,,,
81,demo_user,2025-01-02,,NVDA,short,25.0,481.04,527.41,0.0,-1159.2499999999986,,,,,,
82,demo_user,2025-01-06,,AAPL,short,24.0,185.45,175.41,0.0,240.9599999999998,,,,,,
83,demo_user,2025-01-06,,META,long,2.0,323.76,296.74,0.0,-54.039999999999964,,,,,,
84,demo_user,2025-01-06,,MSFT,short,14.0,341.89,324.47,0.0,243.87999999999943,,,,,,
85,demo_user,2025-01-06,,TSLA,long,23.0,260.16,230.61,0.0,-679.6500000000003,,,,,,
86,demo_user,2025-01-09,,MSFT,short,14.0,341.89,338.17,0.0,52.079999999999586,,,,,,
87,demo_user,2025-01-10,,AAPL,short,12.0,185.45,165.95,0.0,234.0,,,,,,
88,demo_user,2025-01-10,,META,long,29.0,323.76,281.06,0.0,-1238.2999999999997,,,,,,
89,demo_user,2025-01-10,,NVDA,short,22.0,481.04,489.64,0.0,-189.19999999999925,,,,,,
90,demo_user,2025-01-22,,MSFT,short,11.0,341.89,331.06,0.0,119.12999999999982,,,,,,
91,demo_user,2025-01-27,,TSLA,long,13.0,260.16,252.71,0.0,-96.85000000000022,,,,,,
92,demo_user,2025-01-31,,MSFT,short,26.0,341.89,317.26,0.0,640.3799999999999,,,,,,
93,demo_user,2025-02-04,,AAPL,short,22.0,185.45,188.51,0.0,-67.32000000000005,,,,,,
94,demo_user,2025-02-05,,MSFT,short,2.0,341.89,347.04,0.0,-10.300000000000068,,,,,,
95,demo_user,2025-02-05,,MSFT,short,10.0,315.86,347.04,0.0,-311.80000000000007,,,,,,
96,demo_user,2025-02-05,,NVDA,short,25.0,481.04,482.31,0.0,-31.749999999999545,,,,,,
97,demo_user,2025-02-05,,TSLA,long,3.0,260.16,265.84,0.0,17.03999999999985,,,,,,
98,demo_user,2025-02-05,,TSLA,long,7.0,237.93,265.84,0.0,195.36999999999978,,,,,,
99,demo_user,2025-02-05,,TSLA,long,16.0,244.66,265.84,0.0,338.87999999999965,,,,,,
100,demo_user,2025-02-10,,MSFT,short,9.0,315.86,276.52,0.0,354.0600000000003,,,,,,
101,demo_user,2025-02-10,,MSFT,short,17.0,337.42,276.52,0.0,1035.3000000000006,,,,,,
102,demo_user,2025-02-11,,MSFT,short,5.0,310.48,313.1,0.0,-13.100000000000023,,,,,,
103,demo_user,2025-02-17,,AMZN,long,24.0,133.46,145.29,0.0,283.9199999999996,,,,,,
104,demo_user,2025-02-18,,AMZN,long,2.0,133.46,141.04,0.0,15.159999999999968,,,,,,
105,demo_user,2025-02-18,,META,long,20.0,323.76,324.36,0.0,12.000000000000455,,,,,,
106,demo_user,2025-02-18,,NVDA,short,17.0,481.04,508.6,0.0,-468.52000000000004,,,,,,
107,demo_user,2025-02-25,,MSFT,short,8.0,310.48,359.85,0.0,-394.96000000000004,,,,,,
108,demo_user,2025-02-26,,META,long,8.0,323.76,316.93,0.0,-54.63999999999987,,,,,,
109,demo_user,2025-03-10,,MSFT,long,21.0,359.85,355.66,0.0,-87.98999999999995,,,,,,
110,demo_user,2025-03-10,,MSFT,long,5.0,348.76,355.66,0.0,34.50000000000017,,,,,,
111,demo_user,2025-03-10,,MSFT,long,10.0,318.96,355.66,0.0,367.00000000000045,,,,,,
112,demo_user,2025-03-11,,AMZN,long,9.0,133.46,153.66,0.0,181.7999999999999,,,,,,
113,demo_user,2025-03-12,,AMZN,long,29.0,133.46,139.37,0.0,171.3899999999999,,,,,,
114,demo_user,2025-03-21,,META,long,17.0,323.76,300.46,0.0,-396.1000000000002,,,,,,
115,demo_user,2025-03-21,,META,long,7.0,323.76,326.18,0.0,16.94000000000011,,,,,,
116,demo_user,2025-03-21,,MSFT,short,3.0,355.66,299.07,0.0,169.7700000000001,,,,,,
117,demo_user,2025-03-21,,MSFT,short,5.0,355.66,333.78,0.0,109.40000000000026,,,,,,
118,demo_user,2025-03-21,,MSFT,short,13.0,355.66,322.75,0.0,427.8300000000003,,,,,,
119,demo_user,2025-03-21,,MSFT,long,3.0,322.75,351.54,0.0,86.37000000000006,,,,,,
120,demo_user,2025-03-21,,NVDA,short,4.0,481.04,487.35,0.0,-25.24000000000001,,,,,,
121,demo_user,2025-03-21,,TSLA,long,6.0,244.66,269.41,0.0,148.50000000000017,,,,,,
122,demo_user,2025-03-21,,TSLA,long,6.0,239.72,269.41,0.0,178.14000000000016,,,,,,
123,demo_user,2025-03-25,,MSFT,long,9.0,322.75,335.35,0.0,113.4000000000002,,,,,,
124,demo_user,2025-03-25,,NVDA,short,27.0,481.04,500.53,0.0,-526.2299999999987,,,,,,
125,demo_user,2025-03-27,,AAPL,short,3.0,185.45,198.83,0.0,-40.14000000000007,,,,,,
126,demo_user,2025-03-27,,META,long,12.0,323.76,328.68,0.0,59.04000000000019,,,,,,
127,demo_user,2025-03-27,,MSFT,short,10.0,335.35,329.85,0.0,55.0,,,,,,
128,demo_user,2025-03-27,,MSFT,short,16.0,340.3,329.85,0.0,167.19999999999982,,,,,,
129,demo_user,2025-03-27,,NVDA,short,4.0,481.04,470.08,0.0,43.840000000000146,,,,,,
130,demo_user,2025-03-27,,TSLA,long,1.0,239.72,241.26,0.0,1.539999999999992,,,,,,
131,demo_user,2025-03-27,,TSLA,long,1.0,254.31,241.26,0.0,-13.050000000000011,,,,,,
132,demo_user,2025-03-27,,TSLA,long,19.0,254.45,241.26,0.0,-250.60999999999996,,,,,,
133,demo_user,2025-04-07,,AAPL,short,99.0,185.45,190.65,0.0,-514.8000000000017,,,,,,
134,demo_user,2025-04-07,,AAPL,short,1.0,181.07,190.65,0.0,-9.580000000000013,,,,,,
135,demo_user,2025-04-07,,AAPL,short,22.0,180.95,190.65,0.0,-213.40000000000038,,,,,,
136,demo_user,2025-04-07,,AAPL,short,17.0,178.76,190.65,0.0,-202.13000000000025,,,,,,
137,demo_user,2025-04-07,,AAPL,short,12.0,186.97,190.65,0.0,-44.16000000000008,,,,,,
138,demo_user,2025-04-07,,AAPL,short,2.0,180.99,190.65,0.0,-19.319999999999993,,,,,,
139,demo_user,2025-04-07,,AAPL,short,10.0,195.1,190.65,0.0,44.499999999999886,,,,,,
140,demo_user,2025-04-08,,AMZN,long,6.0,133.46,131.77,0.0,-10.139999999999986,,,,,,
141,demo_user,2025-04-08,,META,long,22.0,323.76,313.68,0.0,-221.75999999999965,,,,,,
142,demo_user,2025-04-08,,META,long,19.0,323.76,295.21,0.0,-542.4500000000003,,,,,,
143,demo_user,2025-04-08,,NVDA,short,2.0,481.04,526.52,0.0,-90.95999999999992,,,,,,
144,demo_user,2025-04-08,,NVDA,short,17.0,519.33,526.52,0.0,-122.229999999999,,,,,,
145,demo_user,2025-04-10,,META,long,18.0,323.76,303.46,0.0,-365.4000000000002,,,,,,
146,demo_user,2025-04-10,,MSFT,short,5.0,340.3,313.18,0.0,135.60000000000002,,,,,,
147,demo_user,2025-04-10,,MSFT,long,17.0,313.18,343.73,0.0,519.3500000000001,,,,,,
148,demo_user,2025-04-10,,MSFT,short,2.0,343.73,303.82,0.0,79.82000000000005,,,,,,
149,demo_user,2025-04-11,,TSLA,long,5.0,254.45,258.63,0.0,20.900000000000034,,,,,,
150,demo_user,2025-04-11,,TSLA,long,23.0,228.62,258.63,0.0,690.2299999999998,,,,,,
151,demo_user,2025-04-15,,META,long,3.0,323.76,308.28,0.0,-46.440000000000055,,,,,,
152,demo_user,2025-04-15,,TSLA,long,5.0,228.62,276.91,0.0,241.4500000000001,,,,,,
153,demo_user,2025-04-15,,TSLA,long,10.0,252.19,276.91,0.0,247.20000000000027,,,,,,
154,demo_user,2025-04-16,,AAPL,long,23.0,190.65,167.8,0.0,-525.5499999999998,,,,,,
155,demo_user,2025-04-16,,AAPL,long,3.0,184.24,167.8,0.0,-49.31999999999999,,,,,,
156,demo_user,2025-04-16,,NVDA,short,26.0,519.33,496.06,0.0,605.020000000001,,,,,,
157,demo_user,2025-04-22,,MSFT,long,2.0,303.82,354.36,0.0,101.08000000000004,,,,,,
158,demo_user,2025-04-22,,TSLA,long,8.0,252.19,244.14,0.0,-64.40000000000009,,,,,,
159,demo_user,2025-04-22,,TSLA,long,7.0,255.23,244.14,0.0,-77.63000000000002,,,,,,
160,demo_user,2025-04-23,,AMZN,long,16.0,133.46,135.14,0.0,26.879999999999654,,,,,,
161,demo_user,2025-04-23,,AMZN,long,11.0,126.09,135.14,0.0,99.54999999999981,,,,,,
162,demo_user,2025-04-29,,AAPL,long,6.0,184.24,167.68,0.0,-99.36000000000001,,,,,,
163,demo_user,2025-04-29,,AAPL,long,3.0,173.09,167.68,0.0,-16.22999999999999,,,,,,
164,demo_user,2025-04-29,,AAPL,long,8.0,173.09,166.19,0.0,-55.200000000000045,,,,,,
165,demo_user,2025-04-29,,AMZN,long,3.0,126.09,150.61,0.0,73.56000000000003,,,,,,
166,demo_user,2025-04-29,,AMZN,long,9.0,126.09,136.85,0.0,96.83999999999992,,,,,,
167,demo_user,2025-04-29,,AMZN,long,1.0,141.23,136.85,0.0,-4.3799999999999955,,,,,,
168,demo_user,2025-04-29,,NVDA,short,8.0,519.33,531.94,0.0,-100.88000000000011,,,,,,
169,demo_user,2025-05-01,,AMZN,long,27.0,141.23,132.86,0.0,-225.98999999999936,,,,,,
170,demo_user,2025-05-02,,MSFT,long,3.0,303.82,344.48,0.0,121.98000000000008,,,,,,
171,demo_user,2025-05-02,,MSFT,long,16.0,342.24,344.48,0.0,35.840000000000146,,,,,,
172,demo_user,2025-05-02,,NVDA,short,7.0,519.33,526.46,0.0,-49.90999999999997,,,,,,
173,demo_user,2025-05-07,,NVDA,short,27.0,519.33,456.03,0.0,1709.1000000000017,,,,,,
174,demo_user,2025-05-07,,TSLA,long,19.0,255.23,246.63,0.0,-163.3999999999999,,,,,,
175,demo_user,2025-05-09,,AMZN,long,15.0,137.71,151.4,0.0,205.34999999999997,,,,,,
176,demo_user,2025-05-13,,MSFT,long,1.0,331.81,336.65,0.0,4.839999999999975,,,,,,
177,demo_user,2025-05-13,,MSFT,long,12.0,334.28,336.65,0.0,28.440000000000055,,,,,,
178,demo_user,2025-05-13,,NVDA,short,2.0,519.33,499.85,0.0,38.960000000000036,,,,,,
179,demo_user,2025-05-13,,NVDA,short,3.0,487.66,499.85,0.0,-36.56999999999999,,,,,,
180,demo_user,2025-05-13,,NVDA,short,11.0,487.66,454.52,0.0,364.5400000000005,,,,,,
181,demo_user,2025-05-13,,TSLA,long,24.0,255.23,249.31,0.0,-142.0799999999997,,,,,,
182,demo_user,2025-05-16,,AMZN,long,10.0,137.71,127.65,0.0,-100.60000000000002,,,,,,
183,demo_user,2025-05-16,,AMZN,long,13.0,134.57,127.65,0.0,-89.95999999999984,,,,,,
184,demo_user,2025-05-16,,NVDA,short,2.0,487.66,522.87,0.0,-70.41999999999996,,,,,,
185,demo_user,2025-05-16,,NVDA,short,3.0,527.57,522.87,0.0,14.100000000000136,,,,,,
186,demo_user,2025-05-16,,NVDA,short,18.0,515.88,522.87,0.0,-125.82000000000016,,,,,,
187,demo_user,2025-05-16,,NVDA,short,6.0,515.88,537.5,0.0,-129.72000000000003,,,,,,
188,demo_user,2025-05-16,,NVDA,short,10.0,550.01,537.5,0.0,125.09999999999991,,,,,,
189,demo_user,2025-05-19,,MSFT,long,11.0,334.28,338.32,0.0,44.440000000000225,,,,,,
190,demo_user,2025-05-19,,MSFT,long,6.0,334.99,338.32,0.0,19.979999999999905,,,,,,
191,demo_user,2025-05-19,,MSFT,long,9.0,363.78,338.32,0.0,-229.13999999999982,,,,,,
192,demo_user,2025-05-19,,NVDA,short,8.0,550.01,481.19,0.0,550.56,,,,,,
193,demo_user,2025-05-19,,TSLA,long,3.0,255.23,270.92,0.0,47.07000000000008,,,,,,
194,demo_user,2025-05-23,,AMZN,long,10.0,134.57,131.61,0.0,-29.599999999999795,,,,,,
195,demo_user,2025-05-23,,AMZN,long,4.0,141.44,131.61,0.0,-39.319999999999936,,,,,,
196,demo_user,2025-05-26,,AAPL,long,3.0,173.09,175.23,0.0,6.419999999999959,,,,,,
197,demo_user,2025-05-26,,MSFT,long,18.0,363.78,344.05,0.0,-355.1399999999993,,,,,,
198,demo_user,2025-05-26,,MSFT,long,4.0,349.03,344.05,0.0,-19.919999999999845,,,,,,
199,demo_user,2025-05-28,,NVDA,short,4.0,550.01,510.01,0.0,160.0,,,,,,
200,demo_user,2025-05-28,,NVDA,short,9.0,473.06,510.01,0.0,-332.5499999999999,,,,,,
201,demo_user,2025-05-28,,TSLA,long,2.0,255.23,269.96,0.0,29.45999999999998,,,,,,
202,demo_user,2025-05-30,,AAPL,long,8.0,173.09,193.71,0.0,164.96000000000004,,,,,,
203,demo_user,2025-05-30,,AAPL,long,28.0,188.79,193.71,0.0,137.76000000000045,,,,,,
204,demo_user,2025-05-30,,AAPL,long,10.0,190.61,193.71,0.0,30.999999999999943,,,,,,
205,demo_user,2025-05-30,,AAPL,long,5.0,182.81,193.71,0.0,54.50000000000003,,,,,,
206,demo_user,2025-05-30,,AAPL,long,16.0,174.42,193.71,0.0,308.6400000000003,,,,,,
207,demo_user,2025-05-30,,MSFT,long,1.0,349.03,304.25,0.0,-44.77999999999997,,,,,,
208,demo_user,2025-05-30,,MSFT,long,12.0,320.86,304.25,0.0,-199.32000000000016,,,,,,
209,demo_user,2025-06-03,,AMZN,long,21.0,141.44,150.36,0.0,187.32000000000033,,,,,,
210,demo_user,2025-06-03,,AMZN,long,16.0,140.76,150.36,0.0,153.60000000000036,,,,,,
211,demo_user,2025-06-03,,AMZN,long,16.0,131.48,150.36,0.0,302.0800000000004,,,,,,
212,demo_user,2025-06-03,,AMZN,long,1.0,133.32,150.36,0.0,17.04000000000002,,,,,,
213,demo_user,2025-06-03,,AMZN,long,3.0,140.29,150.36,0.0,30.210000000000065,,,,,,
214,demo_user,2025-06-03,,META,long,14.0,323.76,334.22,0.0,146.4400000000005,,,,,,
215,demo_user,2025-06-03,,META,long,12.0,325.51,334.22,0.0,104.52000000000044,,,,,,
216,demo_user,2025-06-03,,META,long,6.0,323.62,334.22,0.0,63.600000000000136,,,,,,
217,demo_user,2025-06-03,,META,long,12.0,306.54,334.22,0.0,332.1600000000001,,,,,,
218,demo_user,2025-06-03,,META,long,26.0,294.08,334.22,0.0,1043.6400000000012,,,,,,
219,demo_user,2025-06-03,,META,long,10.0,337.57,334.22,0.0,-33.49999999999966,,,,,,
220,demo_user,2025-06-03,,META,long,80.0,298.68,334.22,0.0,2843.2000000000016,,,,,,
221,demo_user,2025-06-03,,NVDA,short,12.0,473.06,490.22,0.0,-205.9200000000003,,,,,,
222,demo_user,2025-06-03,,NVDA,short,6.0,521.31,490.22,0.0,186.5399999999995,,,,,,
223,demo_user,2025-06-03,,NVDA,short,10.0,521.31,549.65,0.0,-283.4000000000003,,,,,,
224,demo_user,2025-06-04,,TSLA,long,27.0,255.23,260.5,0.0,142.29000000000028,,,,,,
225,demo_user,2025-06-05,,AAPL,long,1.0,174.42,178.25,0.0,3.8300000000000125,,,,,,
226,demo_user,2025-06-05,,AAPL,long,20.0,174.82,178.25,0.0,68.60000000000014,,,,,,
227,demo_user,2025-06-06,,NVDA,short,12.0,521.31,483.73,0.0,450.9599999999991,,,,,,
228,demo_user,2025-06-06,,NVDA,short,21.0,531.66,483.73,0.0,1006.529999999999,,,,,,
229,demo_user,2025-06-06,,NVDA,short,26.0,479.54,483.73,0.0,-108.93999999999994,,,,,,
230,demo_user,2025-06-06,,NVDA,short,5.0,508.11,483.73,0.0,121.89999999999998,,,,,,
231,demo_user,2025-06-06,,NVDA,short,12.0,522.22,483.73,0.0,461.8800000000001,,,,,,
232,demo_user,2025-06-06,,NVDA,short,29.0,493.54,483.73,0.0,284.49000000000007,,,,,,
233,demo_user,2025-06-06,,NVDA,short,13.0,495.32,483.73,0.0,150.66999999999967,,,,,,
234,demo_user,2025-06-06,,NVDA,short,1.0,512.98,483.73,0.0,29.25,,,,,,
235,demo_user,2025-06-13,,AAPL,long,4.0,174.82,188.17,0.0,53.39999999999998,,,,,,
236,demo_user,2025-06-13,,AAPL,long,7.0,181.73,188.17,0.0,45.079999999999984,,,,,,
237,demo_user,2025-06-13,,AMZN,long,50.0,140.29,151.34,0.0,552.5000000000006,,,,,,
238,demo_user,2025-06-13,,AMZN,long,23.0,132.44,151.34,0.0,434.70000000000016,,,,,,
239,demo_user,2025-06-13,,AMZN,long,19.0,135.37,151.34,0.0,303.42999999999995,,,,,,
240,demo_user,2025-06-13,,AMZN,long,1.0,154.86,151.34,0.0,-3.5200000000000102,,,,,,
241,demo_user,2025-06-13,,MSFT,short,2.0,304.25,363.71,0.0,-118.91999999999996,,,,,,
242,demo_user,2025-06-13,,MSFT,short,5.0,304.25,320.68,0.0,-82.15000000000003,,,,,,
243,demo_user,2025-06-13,,TSLA,long,25.0,255.23,249.07,0.0,-153.99999999999991,,,,,,
244,demo_user,2025-06-13,,TSLA,long,19.0,255.23,237.47,0.0,-337.4399999999998,,,,,,
245,demo_user,2025-06-16,,MSFT,short,5.0,304.25,322.43,0.0,-90.90000000000003,,,,,,
246,demo_user,2025-06-16,,MSFT,short,15.0,294.08,322.43,0.0,-425.25000000000034,,,,,,
247,demo_user,2025-06-18,,NVDA,short,6.0,512.98,492.33,0.0,123.9000000000002,,,,,,
248,demo_user,2025-06-26,,AMZN,long,3.0,143.11,144.04,0.0,2.789999999999935,,,,,,
249,demo_user,2025-06-27,,META,long,5.0,298.68,317.71,0.0,95.14999999999986,,,,,,
250,demo_user,2025-06-27,,NVDA,short,5.0,500.31,512.9,0.0,-62.949999999999875,,,,,,
251,demo_user,2025-06-27,,NVDA,short,9.0,509.06,512.9,0.0,-34.559999999999775,,,,,,
252,demo_user,2025-06-27,,NVDA,short,11.0,509.06,520.51,0.0,-125.94999999999987,,,,,,
253,demo_user,2025-06-27,,NVDA,short,7.0,506.06,520.51,0.0,-101.14999999999992,,,,,,
254,demo_user,2025-06-27,,NVDA,short,18.0,504.25,520.51,0.0,-292.67999999999984,,,,,,
255,demo_user,2025-06-27,,NVDA,short,25.0,480.72,520.51,0.0,-994.7499999999991,,,,,,
256,demo_user,2025-06-27,,NVDA,short,5.0,519.11,520.51,0.0,-6.999999999999886,,,,,,
257,demo_user,2025-06-27,,NVDA,short,11.0,456.76,520.51,0.0,-701.25,,,,,,
258,demo_user,2025-06-27,,NVDA,short,1.0,468.95,520.51,0.0,-51.56,,,,,,
259,demo_user,2025-06-27,,NVDA,short,103.0,467.72,520.51,0.0,-5437.369999999996,,,,,,
260,demo_user,2025-06-27,,TSLA,long,18.0,255.23,228.66,0.0,-478.2599999999999,,,,,,
261,demo_user,2025-07-01,,AAPL,long,19.0,181.73,186.94,0.0,98.99000000000015,,,,,,
262,demo_user,2025-07-01,,META,long,14.0,298.68,322.76,0.0,337.1199999999998,,,,,,
263,demo_user,2025-07-01,,NVDA,short,8.0,467.72,505.89,0.0,-305.3599999999997,,,,,,
264,demo_user,2025-07-07,,NVDA,long,13.0,505.89,528.59,0.0,295.1000000000006,,,,,,
265,demo_user,2025-07-09,,AAPL,long,4.0,157.89,188.73,0.0,123.36000000000001,,,,,,
266,demo_user,2025-07-09,,NVDA,short,1.0,528.59,518.02,0.0,10.57000000000005,,,,,,
